id,student_id,halaqa_id,joined_at
ebf5d259-df83-48cf-a662-8000dee147b0,7b5b8c6a-ac03-4184-a618-c5f58ffd30a3,b1c17208-6764-4fab-aa56-b6bee51b0a2a,2026-08-08 16:30:48.79089+00
bdf641b2-8439-4b4a-b6d3-37638ae0d968,48be8d9a-6384-4194-84a8-ba93d0821362,b1c17208-6764-4fab-aa56-b6bee51b0a2a,2026-08-08 16:30:48.79089+00
