id,user_id,role,created_at
ffed30fd-29ec-4544-ab1d-1effc2defd0f,a74e799e-95c6-4b2c-87b2-aef5220a08cb,director,2026-06-08 15:05:59.492622+00
8358d867-1a39-4fd1-8871-bdb4bf4a5b61,a1385788-3fc0-4ba0-9340-bf498b83bd74,student,2026-07-24 11:55:20.935773+00
0daf9b6a-45b0-4d8f-99d3-6e40b1e181fc,48be8d9a-6384-4194-84a8-ba93d0821362,student,2026-08-02 16:01:33.511877+00
432d79e2-c9b8-4034-bf67-5b55432efddd,7b5b8c6a-ac03-4184-a618-c5f58ffd30a3,student,2026-08-02 17:00:54.070818+00
2e627c80-367c-47ee-b68d-a8b6dc416822,049a55cb-e30c-40af-91f3-a6668d4ccb43,teacher,2026-08-08 16:27:28.506922+00
a79545e8-63a9-44b9-b845-e610f3039ddc,ff5ef0bd-79dd-416e-b5cb-bc97e5f8b291,halaqa_supervisor,2026-08-08 16:27:43.596185+00
8016fe05-20a2-4df6-82b0-3de27b17491a,4c311ee0-fbb8-43bc-92b7-a4108972d4fd,general_supervisor,2026-08-08 16:27:55.733163+00
